Date,Close
23/06/2015,222.699997
24/06/2015,229.800003
25/06/2015,224.875
26/06/2015,224.399994
29/06/2015,217.175003
30/06/2015,224.824997
01/07/2015,223.774994
02/07/2015,222.149994
03/07/2015,217.024994
06/07/2015,220.975006
07/07/2015,219.699997
08/07/2015,219.375
09/07/2015,214.350006
10/07/2015,215.050003
13/07/2015,219.300003
14/07/2015,219.725006
15/07/2015,219.175003
16/07/2015,220.324997
17/07/2015,219.975006
20/07/2015,218.324997
21/07/2015,214.425003
22/07/2015,215.199997
23/07/2015,216.024994
24/07/2015,217.425003
27/07/2015,213.824997
28/07/2015,209.449997
29/07/2015,215.225006
30/07/2015,218.399994
31/07/2015,220.024994
03/08/2015,216.225006
04/08/2015,221.050003
05/08/2015,220.199997
06/08/2015,220.375
07/08/2015,219.449997
10/08/2015,218.449997
11/08/2015,218.350006
12/08/2015,211.699997
13/08/2015,209.774994
14/08/2015,208.899994
17/08/2015,212.375
18/08/2015,214.899994
19/08/2015,215.925003
20/08/2015,211.024994
21/08/2015,215.300003
24/08/2015,198.125
25/08/2015,199.524994
26/08/2015,200.699997
27/08/2015,205.050003
28/08/2015,205.550003
31/08/2015,202.774994
01/09/2015,202.425003
02/09/2015,202.475006
03/09/2015,202.75
04/09/2015,200.875
07/09/2015,198.25
08/09/2015,191.899994
09/09/2015,197.5
10/09/2015,197.149994
11/09/2015,202.675003
14/09/2015,204.100006
15/09/2015,201.699997
16/09/2015,203.399994
18/09/2015,202.399994
21/09/2015,201.925003
22/09/2015,196.850006
23/09/2015,195.25
24/09/2015,197.699997
28/09/2015,198.875
29/09/2015,198.225006
30/09/2015,202.100006
01/10/2015,199.925003
05/10/2015,201.475006
06/10/2015,200.975006
07/10/2015,201.574997
08/10/2015,200.875
09/10/2015,200.050003
12/10/2015,197.574997
13/10/2015,195.625
14/10/2015,197.324997
15/10/2015,199.824997
16/10/2015,199.850006
19/10/2015,200.550003
20/10/2015,196.925003
21/10/2015,196.475006
23/10/2015,192.800003
26/10/2015,194.300003
27/10/2015,195.675003
28/10/2015,196.850006
29/10/2015,196.024994
30/10/2015,193.600006
02/11/2015,192.975006
03/11/2015,195.25
04/11/2015,199.699997
05/11/2015,201.625
06/11/2015,201.375
09/11/2015,202.175003
10/11/2015,201.824997
13/11/2015,198.850006
16/11/2015,195.875
17/11/2015,200.975006
18/11/2015,209.475006
19/11/2015,210.774994
20/11/2015,209.600006
23/11/2015,214.800003
24/11/2015,216.375
26/11/2015,214.675003
27/11/2015,210.5
30/11/2015,211.725006
01/12/2015,212.225006
02/12/2015,215.975006
03/12/2015,212.574997
04/12/2015,212.074997
07/12/2015,212.975006
08/12/2015,213.125
09/12/2015,211.824997
10/12/2015,212.149994
11/12/2015,214.399994
14/12/2015,215.25
15/12/2015,216.449997
16/12/2015,217.774994
17/12/2015,225.449997
18/12/2015,227.300003
21/12/2015,231.5
22/12/2015,221.199997
23/12/2015,222.949997
24/12/2015,226.100006
28/12/2015,224.300003
29/12/2015,223.5
30/12/2015,225.5
31/12/2015,226.149994
01/01/2016,227.149994
04/01/2016,225.300003
05/01/2016,229.649994
06/01/2016,226.850006
07/01/2016,223.699997
08/01/2016,228.199997
11/01/2016,221.5
12/01/2016,221.050003
13/01/2016,225.300003
14/01/2016,225.149994
15/01/2016,225.100006
18/01/2016,219.649994
19/01/2016,224
20/01/2016,226.100006
21/01/2016,219.850006
22/01/2016,219.300003
25/01/2016,214.949997
27/01/2016,213.600006
28/01/2016,213.149994
29/01/2016,221.649994
01/02/2016,226
02/02/2016,222.75
03/02/2016,221.149994
04/02/2016,225.100006
05/02/2016,227.949997
08/02/2016,233.25
09/02/2016,230.300003
10/02/2016,228.399994
11/02/2016,228.25
12/02/2016,228.25
15/02/2016,229.149994
16/02/2016,221.399994
17/02/2016,227.300003
18/02/2016,231.350006
19/02/2016,233.050003
22/02/2016,241.149994
23/02/2016,237.5
24/02/2016,236.449997
25/02/2016,241.050003
26/02/2016,237.550003
29/02/2016,236.75
01/03/2016,235.75
02/03/2016,236.949997
03/03/2016,239.199997
04/03/2016,237.25
08/03/2016,238.350006
09/03/2016,238.800003
10/03/2016,237.649994
11/03/2016,246.050003
14/03/2016,250.850006
15/03/2016,242.899994
16/03/2016,240.199997
17/03/2016,245.5
18/03/2016,247.699997
21/03/2016,247.350006
22/03/2016,245.050003
23/03/2016,240.800003
28/03/2016,237.800003
29/03/2016,240.300003
30/03/2016,247.199997
31/03/2016,244.300003
01/04/2016,242
04/04/2016,243.149994
05/04/2016,245
06/04/2016,251.899994
07/04/2016,247.149994
08/04/2016,252.100006
11/04/2016,254.050003
12/04/2016,258.200012
13/04/2016,251.399994
18/04/2016,257.850006
20/04/2016,253.449997
21/04/2016,259.200012
22/04/2016,259
25/04/2016,254.449997
26/04/2016,251.550003
27/04/2016,250
28/04/2016,251.149994
29/04/2016,259.100006
02/05/2016,267.399994
03/05/2016,254.5
04/05/2016,250.5
05/05/2016,246.600006
06/05/2016,245.199997
09/05/2016,247.300003
10/05/2016,250.100006
11/05/2016,255.300003
12/05/2016,254.300003
13/05/2016,254.399994
16/05/2016,251.600006
17/05/2016,249.399994
18/05/2016,251.100006
19/05/2016,248.550003
20/05/2016,243.149994
23/05/2016,247.550003
24/05/2016,245.800003
25/05/2016,250.800003
26/05/2016,253.75
27/05/2016,257.299988
30/05/2016,253.699997
31/05/2016,249.199997
01/06/2016,251.550003
02/06/2016,248.949997
03/06/2016,254
06/06/2016,256.25
07/06/2016,255.800003
08/06/2016,257.200012
09/06/2016,250.5
10/06/2016,253.5
13/06/2016,252.75
14/06/2016,252.850006
15/06/2016,251.949997
16/06/2016,255.25
17/06/2016,256
20/06/2016,254.899994
21/06/2016,256.200012
22/06/2016,260.049988
23/06/2016,260.149994
24/06/2016,256.5
27/06/2016,256.700012
28/06/2016,256.399994
29/06/2016,259.200012
30/06/2016,263.600006
01/07/2016,268.25
04/07/2016,265.049988
05/07/2016,271.799988
07/07/2016,268.75
08/07/2016,264.100006
11/07/2016,269.5
12/07/2016,273.450012
13/07/2016,278.549988
14/07/2016,278.399994
15/07/2016,279.049988
18/07/2016,279.950012
19/07/2016,278.700012
20/07/2016,277.200012
21/07/2016,277.75
22/07/2016,277.049988
25/07/2016,282.899994
26/07/2016,287.100006
27/07/2016,278.100006
28/07/2016,283.299988
29/07/2016,284.25
01/08/2016,286.549988
02/08/2016,299.100006
03/08/2016,297.799988
04/08/2016,294.299988
05/08/2016,296.649994
08/08/2016,300.200012
09/08/2016,294.450012
10/08/2016,288.850006
11/08/2016,295.700012
12/08/2016,297.700012
16/08/2016,295.899994
17/08/2016,299.799988
18/08/2016,300.549988
19/08/2016,300.850006
22/08/2016,293.850006
23/08/2016,289.850006
24/08/2016,291.299988
25/08/2016,285.450012
26/08/2016,284.25
29/08/2016,284.149994
30/08/2016,287.149994
31/08/2016,291.5
01/09/2016,294.399994
02/09/2016,290.899994
06/09/2016,298.700012
07/09/2016,297.850006
08/09/2016,300.049988
09/09/2016,293.899994
12/09/2016,288.549988
14/09/2016,290.200012
15/09/2016,290.950012
16/09/2016,295.299988
19/09/2016,293.450012
20/09/2016,291.450012
21/09/2016,288.049988
22/09/2016,285.850006
23/09/2016,284.450012
26/09/2016,278.5
27/09/2016,278.700012
28/09/2016,284.700012
29/09/2016,270.799988
30/09/2016,275.5
03/10/2016,282
04/10/2016,283
05/10/2016,286.399994
06/10/2016,286.049988
07/10/2016,279.25
10/10/2016,278.25
13/10/2016,277.950012
14/10/2016,275.700012
17/10/2016,276
18/10/2016,284.200012
19/10/2016,286.950012
20/10/2016,283.649994
21/10/2016,284.950012
24/10/2016,283.450012
25/10/2016,285.049988
26/10/2016,280.899994
27/10/2016,278.549988
28/10/2016,281.950012
01/11/2016,276
02/11/2016,268.600006
03/11/2016,265.549988
04/11/2016,261.600006
07/11/2016,258.850006
08/11/2016,260.350006
09/11/2016,263.149994
10/11/2016,267.100006
11/11/2016,246.899994
15/11/2016,239.649994
16/11/2016,248
17/11/2016,249.149994
18/11/2016,250.050003
21/11/2016,249.649994
22/11/2016,252.5
23/11/2016,255.300003
24/11/2016,250.25
25/11/2016,255.149994
28/11/2016,249.699997
29/11/2016,248
30/11/2016,252.649994
01/12/2016,255.300003
02/12/2016,254.649994
05/12/2016,254.149994
06/12/2016,255
07/12/2016,256
08/12/2016,256.5
09/12/2016,253.800003
12/12/2016,250.350006
13/12/2016,251.600006
14/12/2016,253
15/12/2016,253.149994
16/12/2016,250.75
19/12/2016,250
20/12/2016,251.149994
21/12/2016,249
22/12/2016,248.5
23/12/2016,245.399994
26/12/2016,239.149994
27/12/2016,245.600006
28/12/2016,250.300003
29/12/2016,251.600006
30/12/2016,260.450012
02/01/2017,253.800003
03/01/2017,257.75
04/01/2017,257.75
05/01/2017,260.549988
06/01/2017,260.399994
09/01/2017,257.600006
10/01/2017,260.75
11/01/2017,261
12/01/2017,259.899994
13/01/2017,258.350006
16/01/2017,257.799988
17/01/2017,255.949997
18/01/2017,259.899994
19/01/2017,257.950012
20/01/2017,255.5
23/01/2017,254.850006
24/01/2017,257.75
25/01/2017,255.850006
27/01/2017,257.899994
30/01/2017,258.149994
31/01/2017,257.25
01/02/2017,258.5
02/02/2017,255.100006
03/02/2017,255.300003
06/02/2017,256
07/02/2017,269.399994
08/02/2017,272.700012
09/02/2017,267.799988
10/02/2017,269.950012
13/02/2017,269.850006
14/02/2017,267.950012
15/02/2017,265.549988
16/02/2017,268.200012
17/02/2017,268.75
20/02/2017,267.100006
21/02/2017,274.450012
22/02/2017,273.200012
23/02/2017,268.899994
27/02/2017,276.75
28/02/2017,281.200012
01/03/2017,278.899994
02/03/2017,281.5
03/03/2017,279.25
06/03/2017,277.649994
07/03/2017,278.5
08/03/2017,279.049988
09/03/2017,280.399994
10/03/2017,279.950012
14/03/2017,281.950012
15/03/2017,286.600006
16/03/2017,293.149994
17/03/2017,293.600006
20/03/2017,292.649994
21/03/2017,291.950012
22/03/2017,285.25
23/03/2017,291.549988
24/03/2017,290.799988
27/03/2017,287.799988
28/03/2017,291.299988
29/03/2017,298.700012
30/03/2017,296.5
31/03/2017,294.850006
03/04/2017,296.549988
05/04/2017,298.850006
06/04/2017,299.049988
07/04/2017,300.049988
10/04/2017,299.899994
11/04/2017,301.149994
12/04/2017,303.649994
13/04/2017,300.600006
17/04/2017,300.950012
18/04/2017,299.899994
19/04/2017,301.299988
20/04/2017,302.5
21/04/2017,300
24/04/2017,301.5
25/04/2017,312.049988
26/04/2017,323.600006
27/04/2017,318
28/04/2017,315.200012
02/05/2017,319.350006
03/05/2017,315.049988
04/05/2017,310.799988
05/05/2017,305.100006
08/05/2017,303.350006
09/05/2017,302.649994
10/05/2017,315.299988
11/05/2017,312.700012
12/05/2017,313.850006
15/05/2017,310.149994
16/05/2017,310.850006
17/05/2017,307.75
18/05/2017,305.600006
19/05/2017,309.299988
22/05/2017,317.299988
23/05/2017,313.549988
24/05/2017,311.200012
25/05/2017,315.950012
26/05/2017,314.600006
29/05/2017,316.299988
30/05/2017,314.200012
31/05/2017,314
01/06/2017,316.5
02/06/2017,321.899994
05/06/2017,323
06/06/2017,318.149994
07/06/2017,319.200012
08/06/2017,320.100006
09/06/2017,316.549988
12/06/2017,315.149994
13/06/2017,316.299988
14/06/2017,315.850006
15/06/2017,315.549988
16/06/2017,313.299988
19/06/2017,310.049988
20/06/2017,317.950012
21/06/2017,316.75
22/06/2017,314.450012
23/06/2017,312.450012
27/06/2017,307.950012
28/06/2017,311
29/06/2017,312.700012
30/06/2017,314.350006
03/07/2017,323.950012
04/07/2017,323.399994
05/07/2017,325.600006
06/07/2017,323.950012
07/07/2017,320.200012
10/07/2017,323
11/07/2017,321.950012
12/07/2017,323.799988
13/07/2017,328.049988
14/07/2017,327.049988
17/07/2017,327.399994
18/07/2017,329.100006
19/07/2017,330.899994
20/07/2017,325.700012
21/07/2017,329.649994
24/07/2017,330
25/07/2017,330.75
26/07/2017,326.700012
27/07/2017,326.299988
28/07/2017,332.399994
31/07/2017,334.700012
01/08/2017,326.350006
02/08/2017,326.100006
03/08/2017,327.799988
04/08/2017,324.850006
07/08/2017,334.25
08/08/2017,333.950012
09/08/2017,325.700012
10/08/2017,320.549988
11/08/2017,319.950012
14/08/2017,318.350006
16/08/2017,315.950012
17/08/2017,319.850006
18/08/2017,319.899994
21/08/2017,317.850006
22/08/2017,315.100006
23/08/2017,314.950012
24/08/2017,316.100006
28/08/2017,318.25
29/08/2017,312.649994
30/08/2017,314.75
31/08/2017,315.450012
01/09/2017,314.350006
04/09/2017,314.649994
05/09/2017,313.850006
06/09/2017,319.049988
07/09/2017,320.899994
08/09/2017,325.25
11/09/2017,323.950012
12/09/2017,330.100006
13/09/2017,337.75
14/09/2017,331.75
15/09/2017,327.049988
18/09/2017,331.350006
19/09/2017,331.950012
20/09/2017,331.299988
21/09/2017,323.399994
22/09/2017,321.299988
25/09/2017,317.950012
26/09/2017,316.600006
27/09/2017,314.350006
28/09/2017,311.450012
29/09/2017,310.75
03/10/2017,308.100006
04/10/2017,310.549988
05/10/2017,313.700012
06/10/2017,314.899994
09/10/2017,313.75
10/10/2017,316.649994
11/10/2017,314.049988
12/10/2017,319.299988
13/10/2017,317
16/10/2017,318.350006
17/10/2017,321.850006
18/10/2017,316.5
19/10/2017,314.450012
23/10/2017,317.5
24/10/2017,313.25
25/10/2017,315
26/10/2017,313.450012
27/10/2017,311.049988
30/10/2017,312.850006
31/10/2017,315.25
01/11/2017,315.950012
02/11/2017,312.399994
03/11/2017,312.5
06/11/2017,313.799988
07/11/2017,310.350006
08/11/2017,310.549988
09/11/2017,312.399994
10/11/2017,310.5
13/11/2017,309
14/11/2017,297.649994
15/11/2017,290.049988
16/11/2017,304.200012
17/11/2017,307.399994
20/11/2017,303.850006
21/11/2017,305.350006
22/11/2017,302.649994
23/11/2017,305.399994
24/11/2017,309.600006
