Date,Close
23/06/2015,118.550003
24/06/2015,117.699997
25/06/2015,117.800003
26/06/2015,118
29/06/2015,117.599998
30/06/2015,118.699997
01/07/2015,118.199997
02/07/2015,117.650002
03/07/2015,117.75
06/07/2015,115.550003
07/07/2015,115.650002
08/07/2015,112.699997
09/07/2015,113.949997
10/07/2015,114.199997
13/07/2015,115.050003
14/07/2015,114.900002
15/07/2015,114.900002
16/07/2015,113.449997
17/07/2015,113.699997
20/07/2015,113.650002
21/07/2015,113.650002
22/07/2015,114.5
23/07/2015,114.5
24/07/2015,113.449997
27/07/2015,110.650002
28/07/2015,105.25
29/07/2015,104.5
30/07/2015,102.300003
31/07/2015,101.900002
03/08/2015,101.150002
04/08/2015,101.699997
05/08/2015,101.75
06/08/2015,102.650002
07/08/2015,104
10/08/2015,104.400002
11/08/2015,102.949997
12/08/2015,99.849998
13/08/2015,97.050003
14/08/2015,97.25
17/08/2015,99.050003
18/08/2015,95.400002
19/08/2015,95.949997
20/08/2015,93.900002
21/08/2015,93.050003
24/08/2015,93.349998
25/08/2015,92.949997
26/08/2015,92.349998
27/08/2015,96.75
28/08/2015,100
31/08/2015,101
01/09/2015,99.699997
02/09/2015,100.050003
03/09/2015,102.849998
04/09/2015,98.25
07/09/2015,93.849998
08/09/2015,95.599998
09/09/2015,104.199997
10/09/2015,101.150002
11/09/2015,100.199997
14/09/2015,103
15/09/2015,101.599998
16/09/2015,100.349998
18/09/2015,103.099998
21/09/2015,103.75
22/09/2015,102.349998
23/09/2015,98.25
24/09/2015,94.75
28/09/2015,93.449997
29/09/2015,91.300003
30/09/2015,93.099998
01/10/2015,93.900002
05/10/2015,95.199997
06/10/2015,95.050003
07/10/2015,95.800003
08/10/2015,95.550003
09/10/2015,96.150002
12/10/2015,99.099998
13/10/2015,99.099998
14/10/2015,98.550003
15/10/2015,100.550003
16/10/2015,105.300003
19/10/2015,103.75
20/10/2015,101.650002
21/10/2015,101.199997
23/10/2015,100.5
26/10/2015,97.699997
27/10/2015,98.300003
28/10/2015,100.650002
29/10/2015,101.650002
30/10/2015,100.25
02/11/2015,95.900002
03/11/2015,94.849998
04/11/2015,94.699997
05/11/2015,94
06/11/2015,92.699997
09/11/2015,92.949997
10/11/2015,90.75
13/11/2015,91.150002
16/11/2015,91.300003
17/11/2015,93.5
18/11/2015,91.650002
19/11/2015,91.949997
20/11/2015,91.800003
23/11/2015,92.400002
24/11/2015,91.849998
26/11/2015,91.449997
27/11/2015,92.75
30/11/2015,95.050003
01/12/2015,95.400002
02/12/2015,94.150002
03/12/2015,92.300003
04/12/2015,91.75
07/12/2015,90.150002
08/12/2015,88.349998
09/12/2015,86.900002
10/12/2015,88.5
11/12/2015,87.900002
14/12/2015,87.949997
15/12/2015,89
16/12/2015,88.849998
17/12/2015,92.349998
18/12/2015,90.300003
21/12/2015,91.199997
22/12/2015,88.949997
23/12/2015,89.900002
24/12/2015,90.949997
28/12/2015,91.199997
29/12/2015,90.949997
30/12/2015,90.199997
31/12/2015,89.849998
01/01/2016,91.25
04/01/2016,89.949997
05/01/2016,93.25
06/01/2016,90.599998
07/01/2016,88.050003
08/01/2016,89.150002
11/01/2016,87.949997
12/01/2016,89.699997
13/01/2016,88.25
14/01/2016,87.349998
15/01/2016,86
18/01/2016,84.550003
19/01/2016,83.5
20/01/2016,80.800003
21/01/2016,76.650002
22/01/2016,80.300003
25/01/2016,80.650002
27/01/2016,80.099998
28/01/2016,78.650002
29/01/2016,80.75
01/02/2016,80.349998
02/02/2016,78.900002
03/02/2016,77.599998
04/02/2016,81.25
05/02/2016,84.599998
08/02/2016,83.050003
09/02/2016,84.849998
10/02/2016,84.099998
11/02/2016,79.199997
12/02/2016,78.650002
15/02/2016,89.75
16/02/2016,89.449997
17/02/2016,89.25
18/02/2016,88.849998
19/02/2016,91.949997
22/02/2016,92.75
23/02/2016,93.199997
24/02/2016,80.449997
25/02/2016,80.849998
26/02/2016,79.949997
29/02/2016,81.400002
01/03/2016,82.400002
02/03/2016,83.949997
03/03/2016,88.25
04/03/2016,89.099998
08/03/2016,94.5
09/03/2016,93.050003
10/03/2016,93.150002
11/03/2016,93.050003
14/03/2016,94.599998
15/03/2016,94.050003
16/03/2016,93.099998
17/03/2016,95.949997
18/03/2016,98.099998
21/03/2016,98.199997
22/03/2016,100.699997
23/03/2016,101.75
28/03/2016,98.400002
29/03/2016,98.849998
30/03/2016,100
31/03/2016,98
01/04/2016,97.900002
04/04/2016,98.150002
05/04/2016,97.849998
06/04/2016,101.599998
07/04/2016,102.150002
08/04/2016,101.949997
11/04/2016,102.699997
12/04/2016,100.900002
13/04/2016,100.949997
18/04/2016,99.849998
20/04/2016,102.099998
21/04/2016,102.150002
22/04/2016,100
25/04/2016,98.550003
26/04/2016,97.949997
27/04/2016,98.75
28/04/2016,95.300003
29/04/2016,95.150002
02/05/2016,97.550003
03/05/2016,97.349998
04/05/2016,93.25
05/05/2016,93.300003
06/05/2016,93.099998
09/05/2016,94.25
10/05/2016,92.650002
11/05/2016,89.849998
12/05/2016,90.699997
13/05/2016,89.099998
16/05/2016,89.5
17/05/2016,88.849998
18/05/2016,92.550003
19/05/2016,89.849998
20/05/2016,91.599998
23/05/2016,88.699997
24/05/2016,89.849998
25/05/2016,90.900002
26/05/2016,91.400002
27/05/2016,92.699997
30/05/2016,89.75
31/05/2016,88.25
01/06/2016,86.599998
02/06/2016,86.349998
03/06/2016,90.150002
06/06/2016,90.199997
07/06/2016,91.449997
08/06/2016,90.550003
09/06/2016,91.099998
10/06/2016,91.650002
13/06/2016,90.25
14/06/2016,91.050003
15/06/2016,91.5
16/06/2016,93.199997
17/06/2016,93.199997
20/06/2016,92.550003
21/06/2016,92
22/06/2016,91.849998
23/06/2016,91.5
24/06/2016,90.400002
27/06/2016,90.550003
28/06/2016,91.599998
29/06/2016,93.800003
30/06/2016,93.849998
01/07/2016,94.199997
04/07/2016,94.550003
05/07/2016,95.150002
07/07/2016,95.650002
08/07/2016,94.599998
11/07/2016,96.150002
12/07/2016,96.650002
13/07/2016,97.699997
14/07/2016,96.550003
15/07/2016,95.449997
18/07/2016,94.949997
19/07/2016,94.449997
20/07/2016,94.300003
21/07/2016,96.050003
22/07/2016,98.099998
25/07/2016,99.75
26/07/2016,99.75
27/07/2016,100.25
28/07/2016,103.25
29/07/2016,100
01/08/2016,102.300003
02/08/2016,100.849998
03/08/2016,100
04/08/2016,102.099998
05/08/2016,102.5
08/08/2016,101.75
09/08/2016,101.300003
10/08/2016,100
11/08/2016,100.050003
12/08/2016,101.25
16/08/2016,100
17/08/2016,103.599998
18/08/2016,106.699997
19/08/2016,108.949997
22/08/2016,109.199997
23/08/2016,109
24/08/2016,108.550003
25/08/2016,107.449997
